Site,Query_Seq_ID,Hit_Seq_ID,GTDBtk_taxonomy
DeMMO1,OTU_458,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO3,OTU_4584,DeMMO3_34,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO2,OTU_459,DeMMO2_50,D_0__Bacteria; D_1__Micrarchaeota
DeMMO3,OTU_4615,DeMMO3_36,D_0__Bacteria; D_1__Patescibacteria
DeMMO4,OTU_4630,DeMMO4_5,D_0__Bacteria; D_1__Bacteroidetes; D_2__D_0__Bacteria; D_1__Bacteroidetes; D_2__Ignavibacteria; D_3__D_0__Bacteria; D_1__Bacteroidetes; D_2__Ignavibacteriales; D_4__D_0__Bacteria; D_1__Bacteroidetes; D_2__Ignavibacteriaceae; D_5__Ignavibacterium 
DeMMO2,OTU_4663,DeMMO2_27,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO1,OTU_4760,DeMMO1_19,D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Parachlamydiales
DeMMO1,OTU_4841,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO5,OTU_486,DeMMO5_10,D_0__Bacteria; D_1__Eremiobacteria
DeMMO2,OTU_4870,DeMMO2_9,D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae
DeMMO2,OTU_4872,DeMMO2_19,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Pacebacteria
DeMMO1,OTU_4928,DeMMO1_19,D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Parachlamydiales
DeMMO3,OTU_4958,DeMMO3_67,D_0__Bacteria; D_1__Patescibacteria
DeMMO2,OTU_4975,DeMMO2_33,D_0__Bacteria; D_1__Omnitrophicaeota
DeMMO2,OTU_498,DeMMO2_20,D_0__Bacteria; D_1__Omnitrophicaeota
DeMMO5,OTU_500,DeMMO5_37-#2,D_0__Bacteria; D_1__Patescibacteria
DeMMO1,OTU_5002,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO3,OTU_5022,DeMMO3_34,D_0__Bacteria; D_1__Patescibacteria
DeMMO1,OTU_5027,DeMMO1_19,D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Parachlamydiales
DeMMO1,OTU_5044,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO1,OTU_5065,DeMMO1_19,D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Parachlamydiales
DeMMO1,OTU_5081,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO2,OTU_5129,DeMMO2_37,D_0__Bacteria; D_1__Zixibacteria
DeMMO1,OTU_5232,DeMMO1_19,D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Parachlamydiales
DeMMO1,OTU_5265,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO5,OTU_529,DeMMO5_45,D_0__Bacteria; D_1__Patescibacteria
DeMMO2,OTU_532,DeMMO2_20,D_0__Bacteria; D_1__Omnitrophicaeota
DeMMO1,OTU_5365,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO1,OTU_5370,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO1,OTU_5378,DeMMO1_19,D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Parachlamydiales
DeMMO6,OTU_539,DeMMO6_15,D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales
DeMMO2,OTU_5408,DeMMO2_27,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO1,OTU_5433,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO3,OTU_546,DeMMO3_17,D_0__Bacteria; D_1__Omnitrophicaeota
DeMMO1,OTU_5470,DeMMO1_19,D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Parachlamydiales
DeMMO3,OTU_552,DeMMO3_7,D_0__Bacteria; D_1__Goldbacteria
DeMMO2,OTU_553,DeMMO2_9,D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae
DeMMO2,OTU_554,DeMMO2_85-#2,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Pacebacteria
DeMMO5,OTU_5545,DeMMO5_10,D_0__Bacteria; D_1__Eremiobacteria
DeMMO1,OTU_5594,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO2,OTU_560,DeMMO2_20,D_0__Bacteria; D_1__Omnitrophicaeota
DeMMO3,OTU_5602,DeMMO3_7,D_0__Bacteria; D_1__Goldbacteria
DeMMO1,OTU_5618,DeMMO1_19,D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Parachlamydiales
DeMMO1,OTU_5619,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO1,OTU_5628,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO3,OTU_5637,DeMMO3_59,D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales
DeMMO1,OTU_5647,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO1,OTU_5652,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO2,OTU_5674,DeMMO2_19,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Pacebacteria
DeMMO3,OTU_5713,DeMMO3_34,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO5,OTU_573,DeMMO5_45,D_0__Bacteria; D_1__Patescibacteria
DeMMO3,OTU_5743,DeMMO3_7,D_0__Bacteria; D_1__Goldbacteria
DeMMO1,OTU_5758,DeMMO1_3,D_0__Bacteria; D_1__Lentisphaerae
DeMMO1,OTU_5768,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO5,OTU_578,DeMMO5_37-#2,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Pacebacteria
DeMMO4,OTU_58,DeMMO4_21,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Pacebacteria
DeMMO6,OTU_5808,DeMMO6_47,D_0__Bacteria; D_1__Patescibacteria
DeMMO2,OTU_5831,DeMMO2_9,D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae
DeMMO2,OTU_5840,DeMMO2_23,D_0__Bacteria; D_1__Patescibacteria
DeMMO5,OTU_5895,DeMMO5_45,D_0__Bacteria; D_1__Patescibacteria
DeMMO1,OTU_5907,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO2,OTU_60,DeMMO2_19,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Pacebacteria
DeMMO2,OTU_603,DeMMO2_23,D_0__Bacteria; D_1__Patescibacteria
DeMMO3,OTU_6061,DeMMO3_7,D_0__Bacteria; D_1__Goldbacteria
DeMMO1,OTU_6074,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO2,OTU_615,DeMMO2_20,D_0__Bacteria; D_1__Omnitrophicaeota
DeMMO3,OTU_6163,DeMMO3_67,D_0__Bacteria; D_1__Patescibacteria
DeMMO2,OTU_6198,DeMMO2_23,D_0__Bacteria; D_1__Patescibacteria
DeMMO6,OTU_62,DeMMO6_23,D_0__Bacteria; D_1__Omnitrophicaeota
DeMMO1,OTU_621,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO3,OTU_6220,DeMMO3_7,D_0__Bacteria; D_1__Goldbacteria
DeMMO1,OTU_6328,DeMMO1_3,D_0__Bacteria; D_1__Lentisphaerae
DeMMO3,OTU_634,DeMMO3_17,D_0__Bacteria; D_1__Omnitrophicaeota
DeMMO2,OTU_6343,DeMMO2_85-#2,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Pacebacteria
DeMMO2,OTU_6366,DeMMO2_88,D_0__Bacteria; D_1__Acidobacteria
DeMMO1,OTU_6388,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO1,OTU_6420,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO3,OTU_6468,DeMMO3_7,D_0__Bacteria; D_1__Goldbacteria
DeMMO2,OTU_6488,DeMMO2_25,D_0__Bacteria; D_1__Patescibacteria
DeMMO2,OTU_653,DeMMO2_20,D_0__Bacteria; D_1__Omnitrophicaeota
DeMMO1,OTU_6659,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO1,OTU_6722,DeMMO1_19,D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Parachlamydiales
DeMMO1,OTU_6735,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO3,OTU_6738,DeMMO3_34,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO1,OTU_6769,DeMMO1_19,D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Parachlamydiales
DeMMO1,OTU_6784,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO5,OTU_6811,DeMMO5_45,D_0__Bacteria; D_1__Patescibacteria
DeMMO1,OTU_6869,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO1,OTU_6872,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO5,OTU_6880,DeMMO5_37-#2,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Pacebacteria
DeMMO1,OTU_6925,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO5,OTU_693,DeMMO5_45,D_0__Bacteria; D_1__Kazanbacteria
DeMMO3,OTU_6939,DeMMO3_7,D_0__Bacteria; D_1__Goldbacteria
DeMMO2,OTU_6970,DeMMO2_19,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Pacebacteria
DeMMO1,OTU_7024,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO1,OTU_7080,DeMMO1_19,D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Parachlamydiales
DeMMO5,OTU_7232,DeMMO5_45,D_0__Bacteria; D_1__Kazanbacteria
DeMMO3,OTU_7243,DeMMO3_5,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales
DeMMO1,OTU_7259,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO1,OTU_7287,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO3,OTU_733,DeMMO3_63,D_0__Bacteria; D_1__Patescibacteria
DeMMO3,OTU_7353,DeMMO3_73,D_0__Bacteria; D_1__Elusimicrobia
DeMMO5,OTU_7358,DeMMO5_10,D_0__Bacteria; D_1__Eremiobacteria
DeMMO3,OTU_7473,DeMMO3_34,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO3,OTU_7474,DeMMO3_7,D_0__Bacteria; D_1__Goldbacteria
DeMMO3,OTU_752,DeMMO3_18,D_0__Bacteria; D_1__Actinobacteria
DeMMO3,OTU_7534,DeMMO3_8,D_0__Bacteria; D_1__Nitrospirae
DeMMO1,OTU_7541,DeMMO1_19,D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Parachlamydiales
DeMMO2,OTU_7553,DeMMO2_23,D_0__Bacteria; D_1__Patescibacteria
DeMMO2,OTU_7565,DeMMO2_20,D_0__Bacteria; D_1__Omnitrophicaeota
DeMMO6,OTU_76,DeMMO6_8,D_0__Bacteria; D_1__Actinobacteria
DeMMO3,OTU_761,DeMMO3_7,D_0__Bacteria; D_1__Goldbacteria
DeMMO2,OTU_7621,DeMMO2_4,D_0__Bacteria; D_1__Bacteroidetes; D_2__Ignavibacteria
DeMMO2,OTU_764,DeMMO2_85-#2,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Pacebacteria
DeMMO1,OTU_7646,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO2,OTU_7656,DeMMO2_48,D_0__Bacteria; D_1__Patescibacteria
DeMMO1,OTU_7667,DeMMO1_3,D_0__Bacteria; D_1__Lentisphaerae
DeMMO2,OTU_7691,DeMMO2_27,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO5,OTU_7708,DeMMO5_37-#2,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Pacebacteria
DeMMO5,OTU_7728,DeMMO5_16,D_0__Bacteria; D_1__Bipolaricaulota
DeMMO5,OTU_775,DeMMO5_37-#2,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Pacebacteria
DeMMO5,OTU_7755,DeMMO5_10,D_0__Bacteria; D_1__Eremiobacteria
DeMMO2,OTU_7797,DeMMO2_33,D_0__Bacteria; D_1__Omnitrophicaeota
DeMMO2,OTU_7823,DeMMO2_29,D_0__Bacteria; D_1__Patescibacteria
DeMMO2,OTU_7832,DeMMO2_9,D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae
DeMMO2,OTU_7854,DeMMO2_30,D_0__Archaea; D_1__Nanoarchaeaeota
DeMMO3,OTU_7937,DeMMO3_67,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Pacebacteria
DeMMO3,OTU_7942,DeMMO3_7,D_0__Bacteria; D_1__Goldbacteria
DeMMO1,OTU_795,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO5,OTU_799,DeMMO5_10,D_0__Bacteria; D_1__Eremiobacteria
DeMMO3,OTU_8031,DeMMO3_3,D_0__Bacteria; D_1__Zixibacteria
DeMMO3,OTU_8049,DeMMO3_18,D_0__Bacteria; D_1__Actinobacteria
DeMMO2,OTU_807,DeMMO2_19,D_0__Bacteria; D_1__Patescibacteria
DeMMO1,OTU_8074,DeMMO1_19,D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Parachlamydiales
DeMMO3,OTU_8113,DeMMO3_7,D_0__Bacteria; D_1__Goldbacteria
DeMMO3,OTU_8117,DeMMO3_17,D_0__Bacteria; D_1__Omnitrophicaeota
DeMMO1,OTU_813,DeMMO1_19,D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Parachlamydiales
DeMMO1,OTU_8134,DeMMO1_19,D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Parachlamydiales
DeMMO5,OTU_817,DeMMO5_10,D_0__Bacteria; D_1__Eremiobacteria
DeMMO1,OTU_8186,DeMMO1_19,D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Parachlamydiales
DeMMO3,OTU_8198,DeMMO3_34,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO1,OTU_8203,DeMMO1_3,D_0__Bacteria; D_1__Lentisphaerae
DeMMO1,OTU_8213,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO1,OTU_825,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO5,OTU_8287,DeMMO5_3,D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia
DeMMO1,OTU_8296,DeMMO1_19,D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Parachlamydiales
DeMMO3,OTU_836,DeMMO3_46,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Pacebacteria
DeMMO1,OTU_8374,DeMMO1_19,D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Parachlamydiales
DeMMO3,OTU_8426,DeMMO3_59,D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales
DeMMO1,OTU_8467,DeMMO1_3,D_0__Bacteria; D_1__Lentisphaerae
DeMMO3,OTU_8481,DeMMO3_59,D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales
DeMMO2,OTU_8499,DeMMO2_19,D_0__Bacteria; D_1__Patescibacteria
DeMMO3,OTU_85,DeMMO3_59,D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales
DeMMO3,OTU_8533,DeMMO3_3,D_0__Bacteria; D_1__Zixibacteria
DeMMO1,OTU_8539,DeMMO1_19,D_0__Bacteria; D_1__Lentisphaerae
DeMMO1,OTU_8546,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO3,OTU_8555,DeMMO3_21,D_0__Bacteria; D_1__Zixibacteria
DeMMO2,OTU_8581,DeMMO2_20,D_0__Bacteria; D_1__Omnitrophicaeota
DeMMO1,OTU_8674,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO2,OTU_8784,DeMMO2_19,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Pacebacteria
DeMMO1,OTU_8789,DeMMO1_19,D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Parachlamydiales
DeMMO3,OTU_8799,DeMMO3_5,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales
DeMMO2,OTU_882,DeMMO2_19,D_0__Bacteria; D_1__Patescibacteria
DeMMO1,OTU_8839,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO2,OTU_8846,DeMMO2_10,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria
DeMMO2,OTU_8847,DeMMO2_19,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Pacebacteria
DeMMO1,OTU_8865,DeMMO1_19,D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Parachlamydiales
DeMMO2,OTU_888,DeMMO2_23,D_0__Bacteria; D_1__Patescibacteria
DeMMO2,OTU_8886,DeMMO2_37,D_0__Bacteria; D_1__Zixibacteria
DeMMO2,OTU_8981,DeMMO2_85-#2,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Pacebacteria
DeMMO1,OTU_8984,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO2,OTU_8988,DeMMO2_37,D_0__Bacteria; D_1__Zixibacteria
DeMMO1,OTU_8995,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO2,OTU_900,DeMMO2_23,D_0__Bacteria; D_1__Patescibacteria
DeMMO1,OTU_9000,DeMMO1_3,D_0__Bacteria; D_1__Lentisphaerae
DeMMO1,OTU_9005,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO2,OTU_903,DeMMO2_15,D_0__Archaea; D_1__Nanoarchaeaeota
DeMMO6,OTU_9127,DeMMO6_21,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria
DeMMO1,OTU_9272,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO1,OTU_9288,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO1,OTU_9313,DeMMO1_3,D_0__Bacteria; D_1__Lentisphaerae
DeMMO3,OTU_9344,DeMMO3_21,D_0__Bacteria; D_1__Zixibacteria
DeMMO1,OTU_9372,DeMMO1_19,D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Parachlamydiales
DeMMO1,OTU_9434,DeMMO1_19,D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Parachlamydiales
DeMMO3,OTU_9452,DeMMO3_75,D_0__Bacteria; D_1__Nitrospirae
DeMMO2,OTU_9454,DeMMO2_20,D_0__Bacteria; D_1__Omnitrophicaeota
DeMMO1,OTU_9459,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO1,OTU_9460,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO1,OTU_9471,DeMMO1_3,D_0__Bacteria; D_1__Lentisphaerae
DeMMO3,OTU_9564,DeMMO3_2,D_0__Bacteria; D_1__Calditrichaeota
DeMMO1,OTU_9616,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO3,OTU_9639,DeMMO3_2,D_0__Bacteria; D_1__Calditrichaeota
DeMMO2,OTU_9658,DeMMO2_23,D_0__Bacteria; D_1__Patescibacteria
DeMMO1,OTU_9694,DeMMO1_3,D_0__Bacteria; D_1__Lentisphaerae
DeMMO3,OTU_9720,DeMMO3_34,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria
DeMMO1,OTU_986,DeMMO1_11,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Uhrbacterales; D_4__GWF2-40-263; D_5__Candidatus Uhrbacteria